Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	BA2 (gas, at grain boundary) (g/m3)	BA2O (gas, at grain boundary) (g/m3)	BA2O2 (gas, at grain boundary) (g/m3)	BAMOO4 (gas, at grain boundary) (g/m3)	BAO (gas, at grain boundary) (g/m3)	CS (gas, at grain boundary) (g/m3)	CS2 (gas, at grain boundary) (g/m3)	CS2MOO4 (gas, at grain boundary) (g/m3)	CS2O (gas, at grain boundary) (g/m3)	CS2O2 (gas, at grain boundary) (g/m3)	CSO (gas, at grain boundary) (g/m3)	HE (gas, at grain boundary) (g/m3)	MO (gas, at grain boundary) (g/m3)	MO2 (gas, at grain boundary) (g/m3)	MO2O6 (gas, at grain boundary) (g/m3)	MO3O9 (gas, at grain boundary) (g/m3)	MO4O12 (gas, at grain boundary) (g/m3)	MO5O15 (gas, at grain boundary) (g/m3)	MOO (gas, at grain boundary) (g/m3)	MOO2 (gas, at grain boundary) (g/m3)	MOO3 (gas, at grain boundary) (g/m3)	O (gas, at grain boundary) (g/m3)	O2 (gas, at grain boundary) (g/m3)	O3 (gas, at grain boundary) (g/m3)	PD (gas, at grain boundary) (g/m3)	RH (gas, at grain boundary) (g/m3)	RU (gas, at grain boundary) (g/m3)	TC (gas, at grain boundary) (g/m3)	LIQUID (liquid, at grain boundary) (g/m3)	BA2MOO5 (condensed, at grain boundary) (g/m3)	BA3MOO6 (condensed, at grain boundary) (g/m3)	BAMO2O7 (condensed, at grain boundary) (g/m3)	BAMO3O10 (condensed, at grain boundary) (g/m3)	BAMOO4 (condensed, at grain boundary) (g/m3)	HCP_ORD (condensed, at grain boundary) (g/m3)	CS2MO2O7_S1 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S2 (condensed, at grain boundary) (g/m3)	CS2MO3O10 (condensed, at grain boundary) (g/m3)	CS2MO4O13 (condensed, at grain boundary) (g/m3)	CS2MO5O16 (condensed, at grain boundary) (g/m3)	CS2MO7O22 (condensed, at grain boundary) (g/m3)	CS2MOO4_S1 (condensed, at grain boundary) (g/m3)	CS2MOO4_S2 (condensed, at grain boundary) (g/m3)	CS2O1 (condensed, at grain boundary) (g/m3)	CS2O2 (condensed, at grain boundary) (g/m3)	CS3O (condensed, at grain boundary) (g/m3)	CS4O (condensed, at grain boundary) (g/m3)	CS7O1 (condensed, at grain boundary) (g/m3)	CS7O2 (condensed, at grain boundary) (g/m3)	CSO2 (condensed, at grain boundary) (g/m3)	CSO3 (condensed, at grain boundary) (g/m3)	HALITE (condensed, at grain boundary) (g/m3)	MO2_C11A (condensed, at grain boundary) (g/m3)	MO4O11 (condensed, at grain boundary) (g/m3)	MO8O23 (condensed, at grain boundary) (g/m3)	MO9O26 (condensed, at grain boundary) (g/m3)	MOO2 (condensed, at grain boundary) (g/m3)	MOO3 (condensed, at grain boundary) (g/m3)	PEROVSKITE (condensed, at grain boundary) (g/m3)	ZRO2_TETR (condensed, at grain boundary) (g/m3)	A15_CR3SI (condensed, at grain boundary) (g/m3)	BCC_A2 (condensed, at grain boundary) (g/m3)	C14_LAVES (condensed, at grain boundary) (g/m3)	C15_LAVES (condensed, at grain boundary) (g/m3)	DIAMOND_A4 (condensed, at grain boundary) (g/m3)	DIS_SIG (condensed, at grain boundary) (g/m3)	FCC_A1 (condensed, at grain boundary) (g/m3)	HCP_A3 (condensed, at grain boundary) (g/m3)	HCP_DIS (condensed, at grain boundary) (g/m3)	MC_ETA (condensed, at grain boundary) (g/m3)	MO3TE4 (condensed, at grain boundary) (g/m3)	MOPD2 (condensed, at grain boundary) (g/m3)	MOTE2_A (condensed, at grain boundary) (g/m3)	MOTE2_B (condensed, at grain boundary) (g/m3)	ORTHORHOMBIC_A20 (condensed, at grain boundary) (g/m3)	SIGMA (condensed, at grain boundary) (g/m3)	TETRAGONAL_U (condensed, at grain boundary) (g/m3)	O (gas, matrix) (g/m3)	O2 (gas, matrix) (g/m3)	C1_MO2 (condensed, matrix) (g/m3)	PU2O3 (condensed, matrix) (g/m3)	PUO152 (condensed, matrix) (g/m3)	M2O3_C (condensed, matrix) (g/m3)	U3O8_S1 (condensed, matrix) (g/m3)	U3O8_S2 (condensed, matrix) (g/m3)	U3O8_S3 (condensed, matrix) (g/m3)	U3O8_S4 (condensed, matrix) (g/m3)	U4O9_S1 (condensed, matrix) (g/m3)	U4O9_S2 (condensed, matrix) (g/m3)	U4O9_S3 (condensed, matrix) (g/m3)	UO3 (condensed, matrix) (g/m3)	BA+2 (liquid, derived) (-)	CS+ (liquid, derived) (-)	MO+4 (liquid, derived) (-)	PD+2 (liquid, derived) (-)	RH+3 (liquid, derived) (-)	RU+4 (liquid, derived) (-)	TC+4 (liquid, derived) (-)	MOO4-2 (liquid, derived) (-)	O-2 (liquid, derived) (-)	VA (liquid, derived) (-)	CSO2 (liquid, derived) (-)	MOO3 (liquid, derived) (-)	O (liquid, derived) (-)	
0	2178	3.45e+19	0	0	100000	1.975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.252252	2178	3.45e+19	0	0	100070	1.97456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.504504	2178	3.45e+19	0	0	100140	1.97412	1.352e-10	1.183e-05	8.721e-06	9.795e-09	0.0004546	0.2743	0.001128	3.009e-06	1.668e-05	6.402e-12	2.409e-06	0	6.8e-07	9.269e-16	2.52e-18	7.468e-26	1.195e-30	1.494e-30	4.656e-10	8.252e-10	4.384e-11	5.048e-05	1.598e-11	4.624e-23	0.0004823	3.873e-09	1.728e-09	6.434e-10	1.907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9983	0.001691	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.2198	0.7797	0.0004898	3.573e-12	1.421e-09	9.495e-08	
0.756756	2178	3.45e+19	0	0	100210	1.97368	2.146e-10	1.843e-05	1.332e-05	1.4e-08	0.0006863	0.4093	0.001685	4.173e-06	2.443e-05	9.2e-12	3.528e-06	0	9.433e-07	1.391e-15	3.368e-18	9.449e-26	1.784e-30	2.229e-30	6.832e-10	1.188e-09	6.19e-11	7.614e-05	2.293e-11	6.51e-23	0.0007184	5.764e-09	2.575e-09	9.595e-10	2.855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9983	0.001657	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.2175	0.782	0.0005121	3.474e-12	1.347e-09	9.406e-08	
1.009008	2178	3.45e+19	0	0	100280	1.97324	3.032e-10	2.554e-05	1.812e-05	1.782e-08	0.0009223	0.544	0.002242	5.159e-06	3.189e-05	1.178e-11	4.6e-06	0	1.166e-06	1.858e-15	4.015e-18	1.067e-25	2.371e-30	2.963e-30	8.929e-10	1.523e-09	7.789e-11	0.0001023	2.932e-11	8.168e-23	0.000953	7.639e-09	3.417e-09	1.274e-09	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9984	0.001625	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.2152	0.7842	0.0005349	3.38e-12	1.279e-09	9.319e-08	
1.26126	2178	3.45e+19	0	0	100350	1.9728	4.016e-10	3.321e-05	2.312e-05	2.13e-08	0.001163	0.6788	0.002799	5.992e-06	3.907e-05	1.417e-11	5.634e-06	0	1.355e-06	2.33e-15	4.498e-18	1.133e-25	2.958e-30	3.698e-30	1.096e-09	1.834e-09	9.206e-11	0.0001289	3.522e-11	9.626e-23	0.001187	9.505e-09	4.257e-09	1.589e-09	4.741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9984	0.001593	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.213	0.7865	0.0005585	3.289e-12	1.215e-09	9.234e-08	
1.513512	2178	3.45e+19	0	0	100420	1.97236	5.107e-10	4.145e-05	2.832e-05	2.448e-08	0.001409	0.8137	0.003357	6.691e-06	4.601e-05	1.637e-11	6.629e-06	0	1.514e-06	2.806e-15	4.846e-18	1.158e-25	3.546e-30	4.433e-30	1.292e-09	2.123e-09	1.046e-10	0.0001561	4.065e-11	1.091e-22	0.00142	1.136e-08	5.094e-09	1.903e-09	5.679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9984	0.001563	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.2107	0.7887	0.0005828	3.202e-12	1.154e-09	9.152e-08	
1.765764	2178	3.45e+19	0	0	100490	1.97192	6.309e-10	5.028e-05	3.373e-05	2.736e-08	0.00166	0.9487	0.003917	7.274e-06	5.27e-05	1.841e-11	7.588e-06	0	1.646e-06	3.287e-15	5.085e-18	1.153e-25	4.135e-30	5.168e-30	1.482e-09	2.391e-09	1.156e-10	0.0001837	4.565e-11	1.203e-22	0.001653	1.321e-08	5.93e-09	2.217e-09	6.614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9985	0.001534	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.2085	0.7908	0.0006078	3.118e-12	1.098e-09	9.073e-08	
2.018016	2178	3.45e+19	0	0	100560	1.97148	7.632e-10	5.972e-05	3.934e-05	2.998e-08	0.001916	1.084	0.004477	7.753e-06	5.915e-05	2.03e-11	8.512e-06	0	1.754e-06	3.773e-15	5.234e-18	1.127e-25	4.723e-30	5.904e-30	1.666e-09	2.639e-09	1.254e-10	0.0002119	5.025e-11	1.3e-22	0.001884	1.505e-08	6.763e-09	2.531e-09	7.546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9985	0.001506	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.2064	0.793	0.0006336	3.038e-12	1.045e-09	8.995e-08	
2.270268	2178	3.45e+19	0	0	100630	1.97104	9.08e-10	6.979e-05	4.516e-05	3.235e-08	0.002176	1.219	0.005039	8.142e-06	6.539e-05	2.204e-11	9.402e-06	0	1.843e-06	4.263e-15	5.31e-18	1.086e-25	5.312e-30	6.64e-30	1.844e-09	2.869e-09	1.339e-10	0.0002407	5.449e-11	1.385e-22	0.002115	1.688e-08	7.594e-09	2.844e-09	8.475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9985	0.00148	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.2043	0.7951	0.0006602	2.961e-12	9.948e-10	8.92e-08	
