Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	BA2 (gas, at grain boundary) (g/m3)	BA2O (gas, at grain boundary) (g/m3)	BA2O2 (gas, at grain boundary) (g/m3)	BAMOO4 (gas, at grain boundary) (g/m3)	BAO (gas, at grain boundary) (g/m3)	CS (gas, at grain boundary) (g/m3)	CS2 (gas, at grain boundary) (g/m3)	CS2MOO4 (gas, at grain boundary) (g/m3)	CS2O (gas, at grain boundary) (g/m3)	CS2O2 (gas, at grain boundary) (g/m3)	CSO (gas, at grain boundary) (g/m3)	HE (gas, at grain boundary) (g/m3)	MO (gas, at grain boundary) (g/m3)	MO2 (gas, at grain boundary) (g/m3)	MO2O6 (gas, at grain boundary) (g/m3)	MO3O9 (gas, at grain boundary) (g/m3)	MO4O12 (gas, at grain boundary) (g/m3)	MO5O15 (gas, at grain boundary) (g/m3)	MOO (gas, at grain boundary) (g/m3)	MOO2 (gas, at grain boundary) (g/m3)	MOO3 (gas, at grain boundary) (g/m3)	O (gas, at grain boundary) (g/m3)	O2 (gas, at grain boundary) (g/m3)	O3 (gas, at grain boundary) (g/m3)	PD (gas, at grain boundary) (g/m3)	RH (gas, at grain boundary) (g/m3)	RU (gas, at grain boundary) (g/m3)	TC (gas, at grain boundary) (g/m3)	LIQUID (liquid, at grain boundary) (g/m3)	BA2MOO5 (condensed, at grain boundary) (g/m3)	BA3MOO6 (condensed, at grain boundary) (g/m3)	BAMO2O7 (condensed, at grain boundary) (g/m3)	BAMO3O10 (condensed, at grain boundary) (g/m3)	BAMOO4 (condensed, at grain boundary) (g/m3)	HCP_ORD (condensed, at grain boundary) (g/m3)	CS2MO2O7_S1 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S2 (condensed, at grain boundary) (g/m3)	CS2MO3O10 (condensed, at grain boundary) (g/m3)	CS2MO4O13 (condensed, at grain boundary) (g/m3)	CS2MO5O16 (condensed, at grain boundary) (g/m3)	CS2MO7O22 (condensed, at grain boundary) (g/m3)	CS2MOO4_S1 (condensed, at grain boundary) (g/m3)	CS2MOO4_S2 (condensed, at grain boundary) (g/m3)	CS2O1 (condensed, at grain boundary) (g/m3)	CS2O2 (condensed, at grain boundary) (g/m3)	CS3O (condensed, at grain boundary) (g/m3)	CS4O (condensed, at grain boundary) (g/m3)	CS7O1 (condensed, at grain boundary) (g/m3)	CS7O2 (condensed, at grain boundary) (g/m3)	CSO2 (condensed, at grain boundary) (g/m3)	CSO3 (condensed, at grain boundary) (g/m3)	HALITE (condensed, at grain boundary) (g/m3)	MO2_C11A (condensed, at grain boundary) (g/m3)	MO4O11 (condensed, at grain boundary) (g/m3)	MO8O23 (condensed, at grain boundary) (g/m3)	MO9O26 (condensed, at grain boundary) (g/m3)	MOO2 (condensed, at grain boundary) (g/m3)	MOO3 (condensed, at grain boundary) (g/m3)	PEROVSKITE (condensed, at grain boundary) (g/m3)	ZRO2_TETR (condensed, at grain boundary) (g/m3)	A15_CR3SI (condensed, at grain boundary) (g/m3)	BCC_A2 (condensed, at grain boundary) (g/m3)	C14_LAVES (condensed, at grain boundary) (g/m3)	C15_LAVES (condensed, at grain boundary) (g/m3)	DIAMOND_A4 (condensed, at grain boundary) (g/m3)	DIS_SIG (condensed, at grain boundary) (g/m3)	FCC_A1 (condensed, at grain boundary) (g/m3)	HCP_A3 (condensed, at grain boundary) (g/m3)	HCP_DIS (condensed, at grain boundary) (g/m3)	MC_ETA (condensed, at grain boundary) (g/m3)	MO3TE4 (condensed, at grain boundary) (g/m3)	MOPD2 (condensed, at grain boundary) (g/m3)	MOTE2_A (condensed, at grain boundary) (g/m3)	MOTE2_B (condensed, at grain boundary) (g/m3)	ORTHORHOMBIC_A20 (condensed, at grain boundary) (g/m3)	SIGMA (condensed, at grain boundary) (g/m3)	TETRAGONAL_U (condensed, at grain boundary) (g/m3)	O (gas, matrix) (g/m3)	O2 (gas, matrix) (g/m3)	C1_MO2 (condensed, matrix) (g/m3)	PU2O3 (condensed, matrix) (g/m3)	PUO152 (condensed, matrix) (g/m3)	M2O3_C (condensed, matrix) (g/m3)	U3O8_S1 (condensed, matrix) (g/m3)	U3O8_S2 (condensed, matrix) (g/m3)	U3O8_S3 (condensed, matrix) (g/m3)	U3O8_S4 (condensed, matrix) (g/m3)	U4O9_S1 (condensed, matrix) (g/m3)	U4O9_S2 (condensed, matrix) (g/m3)	U4O9_S3 (condensed, matrix) (g/m3)	UO3 (condensed, matrix) (g/m3)	
0	1900	3.45e+19	0	0	100000	1.975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.252252	1900	3.45e+19	0	0	100000	1.97432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.504504	1900	3.45e+19	0	0	100000	1.97364	1.463e-12	5.637e-07	1.567e-07	3.681e-11	1.518e-05	0.1374	0.0008872	4.532e-07	4.298e-06	1.621e-13	7.248e-08	0	1.018e-07	6.944e-19	1.986e-22	4.465e-31	5.954e-31	7.442e-31	8.956e-13	1.483e-12	5.609e-14	1.945e-06	1.698e-14	6.798e-28	1.143e-05	1.42e-11	4.342e-12	2.027e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.756756	1900	3.45e+19	0	0	100000	1.97296	2.386e-12	8.809e-07	2.346e-07	4.842e-11	2.273e-05	0.2056	0.001328	5.711e-07	6.162e-06	2.226e-13	1.039e-07	0	1.283e-07	1.039e-18	2.296e-22	6.684e-31	8.912e-31	1.114e-30	1.284e-12	2.037e-12	7.379e-14	2.882e-06	2.332e-14	8.943e-28	1.711e-05	2.125e-11	6.499e-12	3.035e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.009008	1900	3.45e+19	0	0	100000	1.97228	3.455e-12	1.222e-06	3.121e-07	5.675e-11	3.024e-05	0.2736	0.001767	6.415e-07	7.858e-06	2.721e-13	1.325e-07	0	1.441e-07	1.383e-18	2.37e-22	8.892e-31	1.186e-30	1.482e-30	1.638e-12	2.49e-12	8.647e-14	3.799e-06	2.85e-14	1.048e-27	2.276e-05	2.827e-11	8.646e-12	4.037e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.26126	1900	3.45e+19	0	0	100000	1.9716	4.686e-12	1.591e-06	3.896e-07	6.254e-11	3.774e-05	0.3415	0.002205	6.782e-07	9.41e-06	3.126e-13	1.587e-07	0	1.523e-07	1.726e-18	2.306e-22	1.11e-30	1.48e-30	1.85e-30	1.961e-12	2.861e-12	9.529e-14	4.704e-06	3.274e-14	1.155e-27	2.842e-05	3.529e-11	1.079e-11	5.039e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.513512	1900	3.45e+19	0	0	100000	1.97092	6.096e-12	1.987e-06	4.671e-07	6.633e-11	4.525e-05	0.4094	0.002644	6.906e-07	1.083e-05	3.453e-13	1.827e-07	0	1.551e-07	2.07e-18	2.164e-22	1.331e-30	1.774e-30	2.218e-30	2.257e-12	3.161e-12	1.011e-13	5.6e-06	3.618e-14	1.225e-27	3.407e-05	4.231e-11	1.294e-11	6.042e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.765764	1900	3.45e+19	0	0	100000	1.97024	7.702e-12	2.411e-06	5.446e-07	6.857e-11	5.276e-05	0.4774	0.003083	6.858e-07	1.213e-05	3.716e-13	2.046e-07	0	1.54e-07	2.413e-18	1.983e-22	1.552e-30	2.069e-30	2.586e-30	2.528e-12	3.401e-12	1.045e-13	6.487e-06	3.893e-14	1.266e-27	3.972e-05	4.933e-11	1.509e-11	7.044e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.018016	1900	3.45e+19	0	0	100000	1.96956	9.52e-12	2.865e-06	6.221e-07	6.958e-11	6.027e-05	0.5453	0.003521	6.69e-07	1.332e-05	3.923e-13	2.247e-07	0	1.503e-07	2.756e-18	1.788e-22	1.772e-30	2.363e-30	2.954e-30	2.776e-12	3.591e-12	1.06e-13	7.368e-06	4.109e-14	1.285e-27	4.537e-05	5.635e-11	1.723e-11	8.047e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.270268	1900	3.45e+19	0	0	100000	1.96888	1.157e-11	3.35e-06	6.996e-07	6.965e-11	6.778e-05	0.6132	0.00396	6.442e-07	1.441e-05	4.082e-13	2.43e-07	0	1.447e-07	3.1e-18	1.593e-22	1.993e-30	2.658e-30	3.322e-30	3.003e-12	3.736e-12	1.061e-13	8.243e-06	4.276e-14	1.286e-27	5.103e-05	6.337e-11	1.938e-11	9.049e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
