Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	BA2 (gas, at grain boundary) (g/m3)	BA2O (gas, at grain boundary) (g/m3)	BA2O2 (gas, at grain boundary) (g/m3)	BAMOO4 (gas, at grain boundary) (g/m3)	BAO (gas, at grain boundary) (g/m3)	CS (gas, at grain boundary) (g/m3)	CS2 (gas, at grain boundary) (g/m3)	CS2MOO4 (gas, at grain boundary) (g/m3)	CS2O (gas, at grain boundary) (g/m3)	CS2O2 (gas, at grain boundary) (g/m3)	CSO (gas, at grain boundary) (g/m3)	HE (gas, at grain boundary) (g/m3)	MO (gas, at grain boundary) (g/m3)	MO2 (gas, at grain boundary) (g/m3)	MO2O6 (gas, at grain boundary) (g/m3)	MO3O9 (gas, at grain boundary) (g/m3)	MO4O12 (gas, at grain boundary) (g/m3)	MO5O15 (gas, at grain boundary) (g/m3)	MOO (gas, at grain boundary) (g/m3)	MOO2 (gas, at grain boundary) (g/m3)	MOO3 (gas, at grain boundary) (g/m3)	O (gas, at grain boundary) (g/m3)	O2 (gas, at grain boundary) (g/m3)	O3 (gas, at grain boundary) (g/m3)	PD (gas, at grain boundary) (g/m3)	RH (gas, at grain boundary) (g/m3)	RU (gas, at grain boundary) (g/m3)	TC (gas, at grain boundary) (g/m3)	LIQUID (liquid, at grain boundary) (g/m3)	BA2MOO5 (condensed, at grain boundary) (g/m3)	BA3MOO6 (condensed, at grain boundary) (g/m3)	BAMO2O7 (condensed, at grain boundary) (g/m3)	BAMO3O10 (condensed, at grain boundary) (g/m3)	BAMOO4 (condensed, at grain boundary) (g/m3)	HCP_ORD (condensed, at grain boundary) (g/m3)	CS2MO2O7_S1 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S2 (condensed, at grain boundary) (g/m3)	CS2MO3O10 (condensed, at grain boundary) (g/m3)	CS2MO4O13 (condensed, at grain boundary) (g/m3)	CS2MO5O16 (condensed, at grain boundary) (g/m3)	CS2MO7O22 (condensed, at grain boundary) (g/m3)	CS2MOO4_S1 (condensed, at grain boundary) (g/m3)	CS2MOO4_S2 (condensed, at grain boundary) (g/m3)	CS2O1 (condensed, at grain boundary) (g/m3)	CS2O2 (condensed, at grain boundary) (g/m3)	CS3O (condensed, at grain boundary) (g/m3)	CS4O (condensed, at grain boundary) (g/m3)	CS7O1 (condensed, at grain boundary) (g/m3)	CS7O2 (condensed, at grain boundary) (g/m3)	CSO2 (condensed, at grain boundary) (g/m3)	CSO3 (condensed, at grain boundary) (g/m3)	HALITE (condensed, at grain boundary) (g/m3)	MO2_C11A (condensed, at grain boundary) (g/m3)	MO4O11 (condensed, at grain boundary) (g/m3)	MO8O23 (condensed, at grain boundary) (g/m3)	MO9O26 (condensed, at grain boundary) (g/m3)	MOO2 (condensed, at grain boundary) (g/m3)	MOO3 (condensed, at grain boundary) (g/m3)	PEROVSKITE (condensed, at grain boundary) (g/m3)	ZRO2_TETR (condensed, at grain boundary) (g/m3)	A15_CR3SI (condensed, at grain boundary) (g/m3)	BCC_A2 (condensed, at grain boundary) (g/m3)	C14_LAVES (condensed, at grain boundary) (g/m3)	C15_LAVES (condensed, at grain boundary) (g/m3)	DIAMOND_A4 (condensed, at grain boundary) (g/m3)	DIS_SIG (condensed, at grain boundary) (g/m3)	FCC_A1 (condensed, at grain boundary) (g/m3)	HCP_A3 (condensed, at grain boundary) (g/m3)	HCP_DIS (condensed, at grain boundary) (g/m3)	MC_ETA (condensed, at grain boundary) (g/m3)	MO3TE4 (condensed, at grain boundary) (g/m3)	MOPD2 (condensed, at grain boundary) (g/m3)	MOTE2_A (condensed, at grain boundary) (g/m3)	MOTE2_B (condensed, at grain boundary) (g/m3)	ORTHORHOMBIC_A20 (condensed, at grain boundary) (g/m3)	SIGMA (condensed, at grain boundary) (g/m3)	TETRAGONAL_U (condensed, at grain boundary) (g/m3)	O (gas, matrix) (g/m3)	O2 (gas, matrix) (g/m3)	C1_MO2 (condensed, matrix) (g/m3)	PU2O3 (condensed, matrix) (g/m3)	PUO152 (condensed, matrix) (g/m3)	M2O3_C (condensed, matrix) (g/m3)	U3O8_S1 (condensed, matrix) (g/m3)	U3O8_S2 (condensed, matrix) (g/m3)	U3O8_S3 (condensed, matrix) (g/m3)	U3O8_S4 (condensed, matrix) (g/m3)	U4O9_S1 (condensed, matrix) (g/m3)	U4O9_S2 (condensed, matrix) (g/m3)	U4O9_S3 (condensed, matrix) (g/m3)	UO3 (condensed, matrix) (g/m3)	
0	1900	3.45e+19	0	0	100000	1.975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.252252	1900	3.45e+19	0	0	100000	1.97432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.504504	1900	3.45e+19	0	0	100000	1.97364	1.518e-12	5.851e-07	1.627e-07	3.82e-11	1.576e-05	0.1426	0.0009208	4.703e-07	4.461e-06	1.682e-13	7.522e-08	0	1.056e-07	7.208e-19	2.061e-22	4.635e-31	6.18e-31	7.724e-31	9.295e-13	1.539e-12	5.821e-14	2.019e-06	1.762e-14	7.056e-28	1.186e-05	1.473e-11	4.506e-12	2.104e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.756756	1900	3.45e+19	0	0	100000	1.97296	2.476e-12	9.142e-07	2.435e-07	5.025e-11	2.359e-05	0.2134	0.001378	5.926e-07	6.395e-06	2.31e-13	1.078e-07	0	1.331e-07	1.079e-18	2.383e-22	6.937e-31	9.249e-31	1.156e-30	1.333e-12	2.114e-12	7.658e-14	2.991e-06	2.42e-14	9.281e-28	1.776e-05	2.205e-11	6.745e-12	3.149e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.009008	1900	3.45e+19	0	0	100000	1.97228	3.585e-12	1.269e-06	3.239e-07	5.889e-11	3.138e-05	0.2839	0.001833	6.657e-07	8.155e-06	2.824e-13	1.375e-07	0	1.495e-07	1.435e-18	2.46e-22	9.228e-31	1.23e-30	1.538e-30	1.699e-12	2.585e-12	8.974e-14	3.942e-06	2.958e-14	1.088e-27	2.362e-05	2.934e-11	8.973e-12	4.19e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.26126	1900	3.45e+19	0	0	100000	1.9716	4.863e-12	1.651e-06	4.043e-07	6.49e-11	3.917e-05	0.3544	0.002289	7.038e-07	9.766e-06	3.244e-13	1.647e-07	0	1.581e-07	1.792e-18	2.393e-22	1.152e-30	1.536e-30	1.92e-30	2.035e-12	2.969e-12	9.889e-14	4.882e-06	3.398e-14	1.199e-27	2.949e-05	3.662e-11	1.12e-11	5.23e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.513512	1900	3.45e+19	0	0	100000	1.97092	6.327e-12	2.062e-06	4.848e-07	6.884e-11	4.696e-05	0.4249	0.002744	7.167e-07	1.124e-05	3.584e-13	1.896e-07	0	1.61e-07	2.148e-18	2.246e-22	1.381e-30	1.842e-30	2.302e-30	2.342e-12	3.281e-12	1.049e-13	5.811e-06	3.755e-14	1.271e-27	3.536e-05	4.391e-11	1.343e-11	6.27e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.765764	1900	3.45e+19	0	0	100000	1.97024	7.993e-12	2.502e-06	5.652e-07	7.116e-11	5.475e-05	0.4954	0.003199	7.117e-07	1.259e-05	3.856e-13	2.123e-07	0	1.599e-07	2.504e-18	2.058e-22	1.61e-30	2.147e-30	2.684e-30	2.624e-12	3.53e-12	1.084e-13	6.732e-06	4.04e-14	1.314e-27	4.122e-05	5.119e-11	1.566e-11	7.31e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.018016	1900	3.45e+19	0	0	100000	1.96956	9.88e-12	2.973e-06	6.456e-07	7.221e-11	6.255e-05	0.5659	0.003654	6.943e-07	1.383e-05	4.071e-13	2.331e-07	0	1.56e-07	2.861e-18	1.856e-22	1.839e-30	2.453e-30	3.066e-30	2.881e-12	3.726e-12	1.1e-13	7.646e-06	4.265e-14	1.334e-27	4.709e-05	5.848e-11	1.789e-11	8.351e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.270268	1900	3.45e+19	0	0	100000	1.96888	1.201e-11	3.476e-06	7.261e-07	7.228e-11	7.034e-05	0.6364	0.00411	6.685e-07	1.496e-05	4.236e-13	2.522e-07	0	1.502e-07	3.217e-18	1.653e-22	2.069e-30	2.758e-30	3.448e-30	3.117e-12	3.878e-12	1.101e-13	8.555e-06	4.438e-14	1.335e-27	5.296e-05	6.576e-11	2.011e-11	9.391e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
